,Unnamed: 0,TweetId,UserId,UserUsername,Date,Location,Tweet,Media,Likes,Retweets,Comments,Polarity,Sentiment
912,912,1537461527917240322,101807601,anakins14,2022-06-16 15:46:07+00:00,,merc parrainag celsius pens ceux tout perdu pend dautr enrich,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.115,Negative
913,913,1536552067195715587,193392354,mediameriquat,2022-06-14 03:32:15+00:00,,donc invest firm respect regl prudentiel plus élémentair directric prêt exvedet porno vérifi sous enquêt polici israël bien aller,"Media(photos=[], videos=[], animated=[])",2,0,0,0.09666666666666668,Positive
914,914,1536239319882555392,4187497612,patteriot,2022-06-13 06:49:30+00:00,Guam,continu chang plac,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1536239262265483265/pu/img/pauk1G6APHiSOYv-.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1536239262265483265/pu/vid/320x568/gwgAJB-6rI_2PwdJ.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1536239262265483265/pu/vid/720x1280/iUNl42qS7vuOFkW8.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1536239262265483265/pu/vid/480x852/8qRXvvHcyfU8roJC.mp4?tag=12')], duration=19711, views=None)], animated=[])",1,0,0,0.0,Neutral
915,915,1535104830313844736,1243797187735191552,rex_resistant,2022-06-10 03:41:27+00:00,Dans Le Mode,cest bien solut plus,"Media(photos=[], videos=[], animated=[])",0,0,0,0.075,Positive
916,916,1534764506651541505,1243797187735191552,rex_resistant,2022-06-09 05:09:07+00:00,Dans Le Mode,lagard bien expliqu franc vont préfer avoir boulot quun épargn garant bancair nest couvert urgent proteg argent appartient déjà banqu,"Media(photos=[], videos=[], animated=[])",1,0,0,0.03333333333333333,Positive
917,917,1533759320009187330,1222246060640407554,DocMarmott,2022-06-06 10:34:52+00:00,bien au chaud dans mon terrier,fait attent risqu sais ains beaucoup commu analys fond,"Media(photos=[], videos=[], animated=[])",38,12,15,0.1,Positive
918,918,1530101719253778432,16664859,ZLOK,2022-05-27 08:20:52+00:00,吾唯足知禅,pari particuli semblent tous avoir model fair mont donc fragil fois investisseur commencent récuper leur gain sort malheur cest écosystem fait vit domino,"Media(photos=[], videos=[], animated=[])",0,0,1,0.22,Positive
919,919,1527470495741902851,779945517627371520,krol75012,2022-05-20 02:05:19+00:00,,lis cel fait anné banqu faillit limitent retrait despec ferm tout bloqu compt serv prévu,"Media(photos=[], videos=[], animated=[])",2,1,1,0.22,Positive
920,920,1525925605396692994,757133106,RomainLiquard,2022-05-15 19:46:29+00:00,"Paris, Ile-de-France",voilà redout ident celui collatéralis douteux souten lécosystem vatil exig exempl haut régul,"Media(photos=[], videos=[], animated=[])",0,0,1,0.039999999999999994,Positive
921,921,1523719568883355648,1018144154445144064,LGcommaI,2022-05-09 17:40:29+00:00,Germany,risqu cessat pai estil solut risqu miser social tour fiscal risqu solut laid communautair franc pourront compt euxmêm lespoir,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.08333333333333331,Negative
922,922,1518968850389295108,2560857562,seb_satoshi,2022-04-26 15:02:49+00:00,Bitcoin,seul bankrun crypto pierr fev cacao caf nimport quoi sort banqu mainten,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.1,Negative
923,923,1518839598851440640,2560857562,seb_satoshi,2022-04-26 06:29:13+00:00,Bitcoin,sais plus quoi dir part peutêtr messag tous européen sort mainten argent banqu transform bitcoin achet maison sort system bancair cest urgent,"Media(photos=[], videos=[], animated=[])",12,0,0,0.0675,Positive
924,924,1503756131994324992,3055720139,Meardon22,2022-03-15 15:32:54+00:00,Absurdistan,banqu pass limit retr hebdomadair sécur nuag lhorizon,"Media(photos=[], videos=[], animated=[])",1,2,0,0.0,Neutral
925,925,1503331931206914048,1439526757,To_Lourenco,2022-03-14 11:27:17+00:00,Sous Dictature Macron 🤮,êtesvous conscient quen laiss argent perd largent chaqu jour,"Media(photos=[], videos=[], animated=[])",0,0,0,0.1,Positive
926,926,1502247943289683969,1439526757,To_Lourenco,2022-03-11 11:39:54+00:00,Sous Dictature Macron 🤮,retir matin sait jam tout bien bienaim président pourr être tent gel compt,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FNkOippWUAEvbtn.jpg')], videos=[], animated=[])",0,0,0,0.11,Positive
927,927,1500730231044415491,1314523876148293634,Taousertova93,2022-03-07 07:09:03+00:00,,sanction pourparler poutin changent quoi poutin avanc macron leurop tel incompetent quil prêt sacrifi peupl comm contrepart inutil,"Media(photos=[], videos=[], animated=[])",6,3,0,0.14,Positive
928,928,1500348744965017602,1439526757,To_Lourenco,2022-03-06 05:53:10+00:00,Sous Dictature Macron 🤮,prêt retir argent compt pok,"Media(photos=[], videos=[], animated=[])",0,1,1,0.14,Positive
929,929,1498819906955104256,791968759,on_Ze_bar,2022-03-02 00:38:07+00:00,"Vannes, France",demain nêt vaccin travers dehor clous nêt ecorespons,"Media(photos=[], videos=[], animated=[])",1,1,0,0.0,Neutral
930,930,1498702189434441736,458280596,JEUDEGO,2022-03-01 16:50:21+00:00,Nantes,parit roubledollar,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
931,931,1498697614732189700,738620688,HaboubiAnis,2022-03-01 16:32:10+00:00,Belgique,prochain mov déconnect léconom mondial éton cel arriv sent,"Media(photos=[], videos=[], animated=[])",14,4,2,0.0,Neutral
932,932,1498690828746772480,1652541,Reuters,2022-03-01 16:05:12+00:00,Around the world,swift wait disconnect russian bank securit platform moscow ti,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FMxrXddXoAABKOa.jpg')], videos=[], animated=[])",328,107,25,0.0,Neutral
933,933,1498226843434033152,1461566275,cleobille,2022-02-28 09:21:29+00:00,,taux directeur,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FMrFXOrXoAIUYII.jpg', videoUrl='https://video.twimg.com/tweet_video/FMrFXOrXoAIUYII.mp4')])",1,0,0,0.0,Neutral
934,934,1498033833836363776,1302966858,GuillaumeDejean,2022-02-27 20:34:32+00:00,Paris ,risqu paniqu bancair part ménag apres sanction weekend contr banqu commercial russ banqu central popul retir mass épargn,"Media(photos=[], videos=[], animated=[])",1,0,0,0.025,Positive
935,935,1497971071827550216,1057975218038362112,bertran55145036,2022-02-27 16:25:09+00:00,,fer moin con,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.7,Negative
936,936,1497970245172146177,786662094,DamienAMEUIL,2022-02-27 16:21:52+00:00,JETTE (1090),paniqu russ plus mettr system économ poutin parterr cel démontr quen ukrain tout pass correct,"Media(photos=[], videos=[], animated=[])",7,1,1,0.25666666666666665,Positive
937,937,1497968572441800704,1057975218038362112,bertran55145036,2022-02-27 16:15:13+00:00,,apres pharm cest tour larm cestc ruissel chacun tour,"Media(photos=[], videos=[], animated=[])",1,1,0,0.0,Neutral
938,938,1497942852319461377,1237677015354028033,alliounidizlov,2022-02-27 14:33:01+00:00,64,appel solennel tous amis russ sopposent guerr effectu manifest rassembl massiv dev lieux symbol exempl distributeur automat exprim mécontent intent pacif,"Media(photos=[], videos=[], animated=[])",0,0,0,0.017499999999999988,Positive
941,941,1497683453168349184,269809161,David_vanH,2022-02-26 21:22:15+00:00,Exilé politique,galer arriv frontier marrêt chaqu banqu trouv cash,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1497683386751766530/pu/img/nnIFiIhUI8Em1LCC.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1497683386751766530/pu/vid/320x568/gpK-wVZigiCMKRmD.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1497683386751766530/pu/vid/720x1280/o8lMMZrRW4f9PD4u.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1497683386751766530/pu/vid/480x852/_xiCGpDA1ijp4x_F.mp4?tag=12')], duration=7598, views=None)], animated=[])",6,2,1,0.0,Neutral
942,942,1497557160376639489,849558297543925760,stef_Compare,2022-02-26 13:00:24+00:00,Mieux gerer son argent ,new lign offre cred attract assur prêt eyuan sécur libert,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FMhkTRbWYAIR6rB.jpg')], videos=[], animated=[])",0,1,0,0.14,Positive
943,943,1497529215402586112,269809161,David_vanH,2022-02-26 11:09:22+00:00,Exilé politique,étap numéro zéro aller aller pologn mun plus cash possibl vien fair banqu avant trouv cash quantit queu paniqu bancair,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FMhK4N8XoAMveT-.jpg')], videos=[], animated=[])",15,6,3,0.15,Positive
944,944,1497399527577305088,1314786364437782532,Summer1thousand,2022-02-26 02:34:02+00:00,"Flint, Québec",cest suit logiqu surtout labyssal krash vient const repouss plus planch billet souten artificiel bours compagn,"Media(photos=[], videos=[], animated=[])",0,0,0,0.024999999999999994,Positive
945,945,1496904955298467846,1442438689955581954,FreedomUccle,2022-02-24 17:48:47+00:00,"Ukkel, België",action global irrespons avoir réserv dargent liquid fait croul banqu quand tir réserv sécur,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
946,946,1496657542931525640,1246437782202900486,HemingwayZander,2022-02-24 01:25:39+00:00,Canada,bank lost valu sinc trudeau invoked emergency measur plus whatev withdrawn bank this hav been colossal error judg,"Media(photos=[], videos=[], animated=[])",10637,2809,499,0.075,Positive
947,947,1496804123714494464,1164479059247718406,BILLYHe95718937,2022-02-24 11:08:07+00:00,ANTIBES le cap,impossibl retir argent depuis banqu ukrainien quand jentend siren pens,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
948,948,1496759679921188866,1467180206330941446,Medialerte_,2022-02-24 08:11:30+00:00,France,alert info siren dalert bombard déclenchent kiev,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1496759625571524608/pu/img/-SY8osnomhAGVrV5.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1496759625571524608/pu/vid/484x270/a5vLztH-34AwRt2_.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1496759625571524608/pu/vid/828x460/u7AgR3gvOY_AVdGB.mp4?tag=12')], duration=13525, views=None)], animated=[])",1383,329,16,0.0,Neutral
949,949,1496759929985765376,82702607,DLFParis16,2022-02-24 08:12:30+00:00,"Paris, France",quand franc,"Media(photos=[], videos=[], animated=[])",0,0,0,0.2,Positive
950,950,1496629733894860805,941803729,FLyMachabert,2022-02-23 23:35:09+00:00,Bourbonnais,parl quand bilan banqu franc proven monarch golf renflou banqu commercial têt surexpos produit dériv,"Media(photos=[], videos=[], animated=[])",69,33,3,0.1,Positive
951,951,1496746144126357504,1462505481847644161,menalahy2,2022-02-24 07:17:43+00:00,,auss risqu san compt lopposit autr état compr indien,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
952,952,1496629132393910277,1201195254365466625,Nana_cherry2,2022-02-23 23:32:45+00:00,,bien fonction,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
953,953,1493533669776101376,1244961360154439681,DirkDig40017971,2022-02-15 10:32:30+00:00,,mouv fonction trudeau vient tir ball pied,"Media(photos=[], videos=[], animated=[])",24,3,0,0.0,Neutral
954,954,1496628435749412869,1201195254365466625,Nana_cherry2,2022-02-23 23:29:59+00:00,,retweet nuit jour jusquà quon sexécut,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
955,955,1495506147310252044,940588684558073856,Nanotech_BB,2022-02-20 21:10:25+00:00,"Paris, France",cor nord iran cub canad,"Media(photos=[], videos=[], animated=[])",2,3,0,0.0,Neutral
956,956,1496625814351355911,1201195254365466625,Nana_cherry2,2022-02-23 23:19:34+00:00,,tous meilleur moyen pression,"Media(photos=[], videos=[], animated=[])",0,0,0,0.19999999999999998,Positive
957,957,1495141700460761088,857590802587029504,isa_pristi,2022-02-19 21:02:14+00:00,,trudeau bel têt vainqueur déclar guerr canad réuss lexploit mettr faillit bancair cest quoi suit,"Media(photos=[], videos=[], animated=[])",5,0,0,0.4,Positive
958,958,1496230223729332227,1321547926808809473,Lechat51804915,2022-02-22 21:07:38+00:00,,détrôn cet anné prêt,"Media(photos=[], videos=[], animated=[])",0,0,0,0.14,Positive
959,959,1495859184042221568,1075110568489566213,Mams73736246,2022-02-21 20:33:15+00:00,,aujourdhui tweet concernent gross tendanc momenton demand bien pourquoi,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
960,960,1495806703920730114,361289499,BitcoinMagazine,2022-02-21 17:04:43+00:00,"Nashville, TN",trending colombi with over tweet probably nothing,"Media(photos=[], videos=[], animated=[])",5886,638,486,0.0,Neutral
961,961,1495727209625145346,149461554,jmcolliat,2022-02-21 11:48:50+00:00,"Terre de Feu, Antarctique et Î",convaincr,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
962,962,1494092820260532227,20675681,JamesMelville,2022-02-16 23:34:21+00:00,United Kingdom,what hel happening canad bank right,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FLwVf-jXEAADtys.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FLwVf-qXEAAdIrK.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FLwVf-rXoAEm5zh.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FLwVf-yXwAEKQ-U.jpg')], videos=[], animated=[])",31246,9034,2695,0.0,Neutral
963,963,1495726331971125248,149461554,jmcolliat,2022-02-21 11:45:21+00:00,"Terre de Feu, Antarctique et Î",vatil ver trudeau naur dautr solut fair comm grec chypr liban ferm tout banqu,"Media(photos=[], videos=[], animated=[])",1,0,1,0.11,Positive
965,965,1495194501496909827,1359483955695681538,BTCGandalf,2022-02-20 00:32:03+00:00,Sign up to Write With AI ,let mak sur million peopl this,"Media(photos=[], videos=[], animated=[])",30604,19084,1285,0.0,Neutral
966,966,1495309727038943232,1261680847868100609,strategikafr,2022-02-20 08:09:55+00:00,France,mondial parviennent impos contrôl bancair parviendront impos lagend contrôl social économ davossien kel,"Media(photos=[], videos=[], animated=[])",16,14,2,0.125,Positive
968,968,1494678787757326340,3290069362,clwbateleur,2022-02-18 14:22:47+00:00,Switzerland,cris confianc blocag compt bancair possibl,"Media(photos=[], videos=[], animated=[])",3,5,0,0.0,Neutral
969,969,1495133768314675201,923246793827213314,El_KikitX,2022-02-19 20:30:43+00:00,paris ,alor complot encor raison,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
970,970,1495093538857570305,788477489228161024,europeanobs,2022-02-19 17:50:51+00:00,PARIS-NANTES-BRUXELLES,canad canadien prennent dassaut banqu gouvern provoqu invoqu pouvoir guerr durgenc sais compt bancair tout person effectu convoi libert,"Media(photos=[], videos=[], animated=[])",4,4,0,0.22,Positive
971,971,1495039808598679558,1439526757,To_Lourenco,2022-02-19 14:17:21+00:00,Sous Dictature Macron 🤮,pens être libr essai donc retir argent banqu,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FL9yxw6WYAI9CAY.jpg', videoUrl='https://video.twimg.com/tweet_video/FL9yxw6WYAI9CAY.mp4')])",0,1,0,-0.05,Negative
972,972,1494771029562085381,1036557406233407489,InfoActu_9,2022-02-18 20:29:19+00:00,,prennent dassaut provoqu,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
974,974,1494746336427708433,2201496456,CamilleHurn,2022-02-18 18:51:12+00:00,Bear Cave,illic financ,"Media(photos=[], videos=[], animated=[])",1,1,0,0.0,Neutral
975,975,1494656418171043843,61660254,pritipatel,2022-02-18 12:53:54+00:00,,stand partnership with international alli defeat authoritarianism promot democracy through wel introduc measur illic financ corrupt other stat threat protect alli,"Media(photos=[], videos=[], animated=[])",309,44,1176,0.35,Positive
976,976,1494745986354327563,1152796916,jipisan1,2022-02-18 18:49:48+00:00,FRANCE,lanc attent risqu contamin international,"Media(photos=[], videos=[], animated=[])",0,0,0,0.35,Positive
978,978,1494669513316610050,1150807566391422977,Emmanue24003933,2022-02-18 13:45:56+00:00,"The truth disturbs, lie kills!",gros malin prendr bank figur quil provoqu luimêm,"Media(photos=[], videos=[], animated=[])",1,1,1,-0.15,Negative
980,980,1494618997677080577,767353881932271616,AlainSerge14,2022-02-18 10:25:12+00:00,"Angers, France",sous linvoc pouvoir durgenc gouvern devenu dictatur anarch,"Media(photos=[], videos=[], animated=[])",0,0,2,0.0,Neutral
981,981,1494218266063302657,1442438689955581954,FreedomUccle,2022-02-17 07:52:50+00:00,"Ukkel, België",corollair gouvern peut auss prépar peut bann cash cest cours contr montr,"Media(photos=[], videos=[], animated=[])",0,0,1,0.0,Neutral
982,982,1494214872703414273,1442438689955581954,FreedomUccle,2022-02-17 07:39:21+00:00,"Ukkel, België",canad don aperçu futur possibil prépar réseau plaît pouvoir compt bloqu tir cash achet permet ten sieg financi daffaibl system,"Media(photos=[], videos=[], animated=[])",2,1,2,0.0,Neutral
983,983,1494082737468329994,1442438689955581954,FreedomUccle,2022-02-16 22:54:17+00:00,"Ukkel, België",crois chacun retir argent derni arriv vont voir caiss vid cest bon idé davoir cash chez tout façon,"Media(photos=[], videos=[], animated=[])",0,0,0,0.45999999999999996,Positive
984,984,1494004632317833216,1002150465726017538,le_coq_hardi,2022-02-16 17:43:56+00:00,,donc fait titr cet bomb atom capabl fair chavir mond armé déliber cet lumi fascis,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FLvFS4vWUAk-o1b.jpg')], videos=[], animated=[])",2,0,0,-0.2,Negative
985,985,1493827882178727938,1221449567964667904,ElleEmeEne,2022-02-16 06:01:35+00:00,هنا و لهيه ,suit demand trudeau gel compt manifest épargn précipitent retir argent يكحلها عورها,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
986,986,1493709161389076483,1006832556162076672,JauneSnow2,2022-02-15 22:09:50+00:00,,sort argent banqu,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
987,987,1493707103026008066,1293164678496112641,MaryMbois,2022-02-15 22:01:39+00:00,,suit menac canad montr encor voi bravo,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FLq2sLgX0AEmIpg.jpg')], videos=[], animated=[])",8,6,1,0.0,Neutral
988,988,1493652567959785479,1383763050545631237,GuerreArt,2022-02-15 18:24:57+00:00,Apocalypse !,cec rappel lincend quand cachent plus linstar macron rican cest quil sentent moment arriv denvoi signal terr entier,"Media(photos=[], videos=[], animated=[])",2,1,0,0.15,Positive
989,989,1493133142873493508,1344398523261980679,GillesWell,2022-02-14 08:00:56+00:00,"Finistère, Bretagne",dout motivent mondial,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1492196909288771586/pu/img/3p7GvIqE6DrOuPh6.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1492196909288771586/pu/vid/640x360/NNsbuq_T2yibIWak.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1492196909288771586/pu/vid/1280x720/9litQ0Z_dUKRurhu.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1492196909288771586/pu/vid/480x270/xRfEjdgqeOG3vuK7.mp4?tag=12')], duration=24960, views=None)], animated=[])",2428,2612,262,0.0,Neutral
990,990,1493646380396654593,2256146736,omegaskope,2022-02-15 18:00:22+00:00,"France, Belgique, Suisse, UE",mond veut connaîtr vrai intent derri loblig vaccinal justin trudeau montr,"Media(photos=[], videos=[], animated=[])",2,0,0,0.05,Positive
991,991,1493454550723923974,321954654,kylenabecker,2022-02-15 05:18:06+00:00,"Dallas, TX",world want know real intent behind vaccin mandat justin trudeau about show them,"Media(photos=[], videos=[], animated=[])",14520,3670,127,0.0,Neutral
992,992,1493644693426642958,2256146736,omegaskope,2022-02-15 17:53:40+00:00,"France, Belgique, Suisse, UE",imagin chaqu citoyen canadien retir argent grand banqu immédiat lhistoir fait instantan,"Media(photos=[], videos=[], animated=[])",3,0,0,0.42500000000000004,Positive
993,993,1493432675134226433,878247600096509952,RealCandaceO,2022-02-15 03:51:11+00:00,"New York, USA",imagin every singl canadian citizen just withdrew their money from bank immediately history would mad instantly,"Media(photos=[], videos=[], animated=[])",26393,6391,1151,0.0,Neutral
994,994,1493636885561892866,944288100280422400,captn_XXX,2022-02-15 17:22:38+00:00,France,trudeau menac compt bancair hashtag bankrun tout mond retir leur argent system économ canad voi ven risqu system,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FLp20rzXEAQDfzH.jpg', videoUrl='https://video.twimg.com/tweet_video/FLp20rzXEAQDfzH.mp4')])",2,2,0,0.22,Positive
995,995,1493635892036218880,940588684558073856,Nanotech_BB,2022-02-15 17:18:41+00:00,"Paris, France",lerreur trop banqui vont appréci,"Media(photos=[], videos=[], animated=[])",1,0,0,-0.25,Negative
996,996,1493610244416675845,615339753,gabriel_draghi,2022-02-15 15:36:46+00:00,,contr solut cest wall street city savent cryptos,"Media(photos=[], videos=[], animated=[])",5,3,2,0.0,Neutral
997,997,1493602588977250317,124602224,LudOviiic,2022-02-15 15:06:21+00:00,Sur la Lune,cest clair,"Media(photos=[], videos=[], animated=[])",4,2,0,0.28,Positive
998,998,1493583088412237824,1193786760356085761,AzulAzu78150950,2022-02-15 13:48:52+00:00,Le Monde ,pur tout caus putain vaccin sais prom dirig pay fair aut pass vaccinal relev psychiatr,"Media(photos=[], videos=[], animated=[])",28,6,4,0.36,Positive
999,999,1493589241787527168,3833679741,lamadrinazer,2022-02-15 14:13:19+00:00,France,trudeau deux doigt dexplicit fair comprendr largent scriptural nest quun promess banqu argent quel papel retir peut conduir banqu faillit comptabl trudeau error,"Media(photos=[], videos=[], animated=[])",3,1,0,0.0,Neutral
1000,1000,1493587913568833544,2228328366,michael_chiche,2022-02-15 14:08:02+00:00,"Paris, Ile-de-France",concern canad assez cash tout mond donc vont ru crypto pouss consomm,"Media(photos=[], videos=[], animated=[])",0,0,0,0.22,Positive
1001,1001,1493585039770243079,2296472407,grand_chapeau,2022-02-15 13:56:37+00:00,France,crétin provoqu,"Media(photos=[], videos=[], animated=[])",2,0,0,-0.35,Negative
1002,1002,1493576824768630788,738620688,HaboubiAnis,2022-02-15 13:23:58+00:00,Belgique,vois dautr raison fair,"Media(photos=[], videos=[], animated=[])",3,0,0,0.0,Neutral
1003,1003,1493565684076396545,738620688,HaboubiAnis,2022-02-15 12:39:42+00:00,Belgique,quel entrepris impact cet vulner critiqu langag cord tout system banquair dautr grand societ,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FLo13JFXMAEmeyU.png'), MediaPhoto(url='https://pbs.twimg.com/media/FLo16ipXsAIRvoo.jpg')], videos=[], animated=[])",14,12,3,0.26,Positive
1004,1004,1493565715907031045,1254750493273882624,Laurenc78466182,2022-02-15 12:39:50+00:00,,suit menac trudeau compt bancair appel canadien vid leur compt quel bon idé million vid compt fer quoi franc,"Media(photos=[], videos=[], animated=[])",16,3,2,0.44999999999999996,Positive
1006,1006,1493531217811189760,1005218445225549824,1er_emmanuel,2022-02-15 10:22:45+00:00,Val d’Europe 🇫🇷,indic boursi surevalu banqu tre invest bours ressourc tar suff dun alumet cris boursier emport tout system fragil quon croit emmerdefaison peur,"Media(photos=[], videos=[], animated=[])",10,1,0,0.22,Positive
1007,1007,1493529594523181056,1005218445225549824,1er_emmanuel,2022-02-15 10:16:18+00:00,Val d’Europe 🇫🇷,précédent histor paniqu boursi incit gen retir argent fait seffondr certain banqu entretenu cris context surevalu boursesl banqu vont paniqu effet domino,"Media(photos=[], videos=[], animated=[])",2,0,0,0.145,Positive
1009,1009,1493506373392515074,107713244,AbdelHam,2022-02-15 08:44:02+00:00,"Paris,France",ouvr boît pandor prépar popul oper quil craignent dessus tout,"Media(photos=[], videos=[], animated=[])",1,0,0,0.22,Positive
1011,1011,1493499933437140992,1418257498788798464,Lamia79643508,2022-02-15 08:18:26+00:00,,canad suit menac trudeau compt bancair appel canadien vid leur compt bancair contr menac compt banqu canad momotch,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
1013,1013,1493463589537165312,1244563887749562369,SchaefferMarly1,2022-02-15 05:54:01+00:00,GETTR.   @Mpatou,canad suit menac trudeau compt bancair appel canadien vid leur compt quel bon idé million vid compt fer quoi franc,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FLnZN7yWUAAZkr8.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FLnZOFjXoAEXKih.jpg')], videos=[], animated=[])",36,17,2,0.44999999999999996,Positive
1016,1016,1493412101188161540,1431242484596756494,Nemontanaa,2022-02-15 02:29:25+00:00,Behind the Matrix,propriétair pourr perdr perm retrouv casi judiciair criminel tarif manifest rest sort liquid tout cet dexcept dur jour,"Media(photos=[], videos=[], animated=[])",8,1,0,-0.03,Negative
1017,1017,1493399564090499075,570081474,je_like,2022-02-15 01:39:36+00:00,France,suit menac trudeau gel compt bancair particip blocag réseau appel canadien vid leur compt bancair pourr cré,"Media(photos=[], videos=[], animated=[])",107,54,9,0.0,Neutral
1018,1018,1485786301135831045,1314786364437782532,Summer1thousand,2022-01-25 01:27:13+00:00,"Flint, Québec",avant semain tout banqu faillit client ret leur avoirsp besoin davoir million leffet group détruir princip réserv fractionnair fais forc faibless banqu,"Media(photos=[], videos=[], animated=[])",0,0,0,0.22,Positive
1019,1019,1485101518978232321,1314786364437782532,Summer1thousand,2022-01-23 04:06:08+00:00,"Flint, Québec",capital nerf guerr effet capital financ guerr côt depuis siecl affament peupl seul recourt pacif assech capac demprunt banqu proteg épargn assech gross corpor,"Media(photos=[], videos=[], animated=[])",0,0,1,0.10000000000000002,Positive
1020,1020,1483936054243692546,1314786364437782532,Summer1thousand,2022-01-19 22:55:00+00:00,"Flint, Québec",essai retir societ vill vis lautosuffisancec fin bard humain prédateur apres tout instinct survieanimal,"Media(photos=[], videos=[], animated=[])",0,0,1,0.0725,Positive
1021,1021,1483862147784445961,1314786364437782532,Summer1thousand,2022-01-19 18:01:19+00:00,"Flint, Québec",citoyen exercent tres vit system devoir reposition coercion enver effet catalyt polit action plus rapid quun,"Media(photos=[], videos=[], animated=[])",5,0,0,0.08,Positive
1022,1022,1483859238527148034,1314786364437782532,Summer1thousand,2022-01-19 17:49:45+00:00,"Flint, Québec",retir avoir banqu cirqu continu rou monétair tourn faison arrêt,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
1023,1023,1483258070499266560,1314786364437782532,Summer1thousand,2022-01-18 02:00:56+00:00,"Flint, Québec",forcerl remarqu tap portefeuill mani quil font leur contravent couvrefeumasqu retir avoir banqu assoiff vach lait gouvernemental pouv permettr cong malad,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
1024,1024,1482145551722463232,855170985695334400,AlexSkyNetFr,2022-01-15 00:20:11+00:00,,mod panic kernel,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
